order_id,order_date,online_order,customer_id,store_id,sales_person_id,billtoaddressid,shiptoaddressid,subtotal,taxamt,freight,totaldue,created_at
46899,2012-06-26 00:00:00,t,13999,0,0,14943,14943,1000.4375,80.035,25.0109,1105.4834,2012-07-03 00:00:00
46900,2012-06-26 00:00:00,t,21194,0,0,29113,29113,2181.5625,174.525,54.5391,2410.6266,2012-07-03 00:00:00
46901,2012-06-26 00:00:00,t,21203,0,0,19996,19996,2181.5625,174.525,54.5391,2410.6266,2012-07-03 00:00:00
46902,2012-06-26 00:00:00,t,21000,0,0,17366,17366,2181.5625,174.525,54.5391,2410.6266,2012-07-03 00:00:00
46903,2012-06-26 00:00:00,t,12353,0,0,20138,20138,2071.4196,165.7136,51.7855,2288.9187,2012-07-03 00:00:00
46904,2012-06-27 00:00:00,t,17080,0,0,17222,17222,1000.4375,80.035,25.0109,1105.4834,2012-07-04 00:00:00
46905,2012-06-27 00:00:00,t,16053,0,0,16941,16941,2181.5625,174.525,54.5391,2410.6266,2012-07-04 00:00:00
46906,2012-06-27 00:00:00,t,12950,0,0,19348,19348,2443.35,195.468,61.0838,2699.9018,2012-07-04 00:00:00
46907,2012-06-27 00:00:00,t,13087,0,0,13093,13093,2443.35,195.468,61.0838,2699.9018,2012-07-04 00:00:00
46908,2012-06-27 00:00:00,t,21189,0,0,22953,22953,2443.35,195.468,61.0838,2699.9018,2012-07-04 00:00:00
46909,2012-06-27 00:00:00,t,20998,0,0,14534,14534,2181.5625,174.525,54.5391,2410.6266,2012-07-04 00:00:00
46910,2012-06-28 00:00:00,t,20710,0,0,14120,14120,782.99,62.6392,19.5748,865.204,2012-07-05 00:00:00
46911,2012-06-28 00:00:00,t,24832,0,0,20257,20257,2181.5625,174.525,54.5391,2410.6266,2012-07-05 00:00:00
46912,2012-06-28 00:00:00,t,13177,0,0,12571,12571,2181.5625,174.525,54.5391,2410.6266,2012-07-05 00:00:00
46913,2012-06-28 00:00:00,t,13212,0,0,25149,25149,2181.5625,174.525,54.5391,2410.6266,2012-07-05 00:00:00
46914,2012-06-28 00:00:00,t,26245,0,0,24186,24186,2071.4196,165.7136,51.7855,2288.9187,2012-07-05 00:00:00
46915,2012-06-28 00:00:00,t,26276,0,0,11652,11652,2049.0982,163.9279,51.2275,2264.2536,2012-07-05 00:00:00
46916,2012-06-28 00:00:00,t,15196,0,0,24487,24487,782.99,62.6392,19.5748,865.204,2012-07-05 00:00:00
46917,2012-06-28 00:00:00,t,21202,0,0,22974,22974,2181.5625,174.525,54.5391,2410.6266,2012-07-05 00:00:00
46918,2012-06-28 00:00:00,t,26022,0,0,11476,11476,782.99,62.6392,19.5748,865.204,2012-07-05 00:00:00
46919,2012-06-28 00:00:00,t,11481,0,0,11512,11512,2049.0982,163.9279,51.2275,2264.2536,2012-07-05 00:00:00
46920,2012-06-29 00:00:00,t,11609,0,0,14497,14497,2049.0982,163.9279,51.2275,2264.2536,2012-07-06 00:00:00
46921,2012-06-29 00:00:00,t,15454,0,0,22933,22933,2181.5625,174.525,54.5391,2410.6266,2012-07-06 00:00:00
46922,2012-06-29 00:00:00,t,13088,0,0,28238,28238,2443.35,195.468,61.0838,2699.9018,2012-07-06 00:00:00
46923,2012-06-29 00:00:00,t,13176,0,0,13201,13201,2443.35,195.468,61.0838,2699.9018,2012-07-06 00:00:00
46924,2012-06-29 00:00:00,t,13203,0,0,17770,17770,2181.5625,174.525,54.5391,2410.6266,2012-07-06 00:00:00
46925,2012-06-29 00:00:00,t,21165,0,0,23449,23449,2181.5625,174.525,54.5391,2410.6266,2012-07-06 00:00:00
46926,2012-06-29 00:00:00,t,21169,0,0,24534,24534,2181.5625,174.525,54.5391,2410.6266,2012-07-06 00:00:00
46927,2012-06-29 00:00:00,t,12348,0,0,24732,24732,2049.0982,163.9279,51.2275,2264.2536,2012-07-06 00:00:00
46928,2012-06-29 00:00:00,t,12358,0,0,20368,20368,2071.4196,165.7136,51.7855,2288.9187,2012-07-06 00:00:00
46929,2012-06-30 00:00:00,f,30058,1864,278,510,510,24.2945,2.3971,0.7491,27.4407,2012-07-07 00:00:00
46930,2012-06-30 00:00:00,f,29797,986,289,455,455,16812.1513,1606.4528,502.0165,18920.6206,2012-07-07 00:00:00
46931,2012-06-30 00:00:00,f,29955,1332,275,756,756,48300.3569,4673.646,1460.5144,54434.5173,2012-07-07 00:00:00
46932,2012-06-30 00:00:00,f,29620,608,289,503,503,3661.1012,354.0888,110.6527,4125.8427,2012-07-07 00:00:00
46933,2012-06-30 00:00:00,f,29888,1182,279,930,930,47753.7712,4646.8322,1452.1351,53852.7385,2012-07-07 00:00:00
46934,2012-06-30 00:00:00,f,29555,454,275,772,772,469.794,45.1002,14.0938,528.988,2012-07-07 00:00:00
46935,2012-06-30 00:00:00,f,30115,1988,289,499,499,688.7667,66.0145,20.6295,775.4107,2012-07-07 00:00:00
46936,2012-06-30 00:00:00,f,29539,412,278,480,480,6821.1093,671.4495,209.828,7702.3868,2012-07-07 00:00:00
46937,2012-06-30 00:00:00,f,30085,1924,275,803,803,33.7745,3.3324,1.0414,38.1483,2012-07-07 00:00:00
46938,2012-06-30 00:00:00,f,30108,1972,289,550,550,53415.9425,5166.764,1614.6138,60197.3203,2012-07-07 00:00:00
46939,2012-06-30 00:00:00,f,29952,1326,282,641,641,324.4527,32.0127,10.004,366.4694,2012-07-07 00:00:00
46940,2012-06-30 00:00:00,f,29895,1200,289,524,524,52105.5079,5024.9572,1570.2991,58700.7642,2012-07-07 00:00:00
46941,2012-06-30 00:00:00,f,29986,1400,290,714,714,7222.8289,694.8563,217.1426,8134.8278,2012-07-07 00:00:00
46942,2012-06-30 00:00:00,f,30028,1796,276,1087,1087,4364.2719,413.331,129.166,4906.7689,2012-07-07 00:00:00
46943,2012-06-30 00:00:00,f,30011,1456,279,969,969,8920.6386,887.6227,277.3821,10085.6434,2012-07-07 00:00:00
46944,2012-06-30 00:00:00,f,29818,1032,276,1104,1104,77342.8571,7494.2421,2341.9507,87179.0499,2012-07-07 00:00:00
46945,2012-06-30 00:00:00,f,29892,1192,289,476,476,379.467,37.4407,11.7002,428.6079,2012-07-07 00:00:00
46946,2012-06-30 00:00:00,f,29855,1112,289,539,539,196.329,19.3711,6.0535,221.7536,2012-07-07 00:00:00
46947,2012-06-30 00:00:00,f,29828,1052,275,828,828,39027.0692,3763.4798,1176.0874,43966.6364,2012-07-07 00:00:00
46948,2012-06-30 00:00:00,f,29509,344,275,816,816,49220.1646,4738.9618,1480.9256,55440.052,2012-07-07 00:00:00
46949,2012-06-30 00:00:00,f,29988,1406,289,478,478,4810.0342,464.4168,145.1302,5419.5812,2012-07-07 00:00:00
46950,2012-06-30 00:00:00,f,29677,732,289,461,461,5496.001,528.24,165.075,6189.316,2012-07-07 00:00:00
46951,2012-06-30 00:00:00,f,29946,1312,278,462,462,27892.4053,2692.7895,841.4967,31426.6915,2012-07-07 00:00:00
46952,2012-06-30 00:00:00,f,30077,1902,279,966,966,165.231,16.3028,5.0946,186.6284,2012-07-07 00:00:00
46953,2012-06-30 00:00:00,f,29627,622,278,447,447,63095.428,6324.8462,1976.5144,71396.7886,2012-07-07 00:00:00
46954,2012-06-30 00:00:00,f,29662,700,276,1013,1013,1485.8823,143.2928,44.779,1673.9541,2012-07-07 00:00:00
46955,2012-06-30 00:00:00,f,29680,738,289,509,509,9625.0609,922.477,288.2741,10835.812,2012-07-07 00:00:00
46956,2012-06-30 00:00:00,f,29554,452,275,776,776,4313.4232,430.9451,134.6703,4879.0386,2012-07-07 00:00:00
46957,2012-06-30 00:00:00,f,29997,1424,283,859,859,75351.5172,7269.2649,2271.6453,84892.4274,2012-07-07 00:00:00
46958,2012-06-30 00:00:00,f,29949,1320,274,1008,1008,2458.9178,236.0561,73.7675,2768.7414,2012-07-07 00:00:00
46959,2012-06-30 00:00:00,f,30074,1896,289,534,534,90172.6738,8748.8747,2734.0234,101655.5719,2012-07-07 00:00:00
46960,2012-06-30 00:00:00,f,29865,1134,276,1032,1032,10036.043,995.0057,310.9393,11341.988,2012-07-07 00:00:00
46961,2012-06-30 00:00:00,f,29961,1344,275,758,758,324.4527,32.0127,10.004,366.4694,2012-07-07 00:00:00
46962,2012-06-30 00:00:00,f,29945,1310,279,919,919,2485.7036,238.6275,74.5711,2798.9022,2012-07-07 00:00:00
46963,2012-06-30 00:00:00,f,29764,914,277,611,611,469.794,45.1002,14.0938,528.988,2012-07-07 00:00:00
46964,2012-06-30 00:00:00,f,30117,1992,277,596,596,86402.2489,8398.2717,2624.4599,97424.9805,2012-07-07 00:00:00
46965,2012-06-30 00:00:00,f,29598,556,281,1000,1000,8453.3099,841.9599,263.1125,9558.3823,2012-07-07 00:00:00
46966,2012-06-30 00:00:00,f,29935,1290,276,996,996,40977.8088,3941.1524,1231.6101,46150.5713,2012-07-07 00:00:00
46967,2012-06-30 00:00:00,f,30045,1834,280,886,886,48541.8313,4664.4055,1457.6267,54663.8635,2012-07-07 00:00:00
46968,2012-06-30 00:00:00,f,29684,746,275,795,795,15853.6146,1572.9726,491.554,17918.1412,2012-07-07 00:00:00
46969,2012-06-30 00:00:00,f,30055,1858,277,601,601,39373.2236,3815.0243,1192.1951,44380.443,2012-07-07 00:00:00
46970,2012-06-30 00:00:00,f,30094,1944,276,1031,1031,50912.9359,4917.1771,1536.6178,57366.7308,2012-07-07 00:00:00
46971,2012-06-30 00:00:00,f,29540,414,279,931,931,15304.8859,1461.6463,456.7645,17223.2967,2012-07-07 00:00:00
46972,2012-06-30 00:00:00,f,30107,1970,276,1099,1099,38189.0587,3699.3592,1156.0497,43044.4676,2012-07-07 00:00:00
46973,2012-06-30 00:00:00,f,29571,498,280,864,864,6227.2278,598.4632,187.0197,7012.7107,2012-07-07 00:00:00
46974,2012-06-30 00:00:00,f,29953,1328,280,846,846,40399.5779,3879.2807,1212.2752,45491.1338,2012-07-07 00:00:00
46975,2012-06-30 00:00:00,f,30042,1828,289,523,523,149.031,14.7044,4.5951,168.3305,2012-07-07 00:00:00
46976,2012-06-30 00:00:00,f,29816,1028,283,833,297,7759.3877,737.3088,230.409,8727.1055,2012-07-07 00:00:00
46977,2012-06-30 00:00:00,f,29675,728,274,765,765,4254.45,409.7501,128.0469,4792.247,2012-07-07 00:00:00
46978,2012-06-30 00:00:00,f,29800,992,283,839,839,164.4279,31.5702,9.8657,205.8638,2012-07-07 00:00:00
46979,2012-06-30 00:00:00,f,30023,1480,277,594,594,5662.2907,550.7983,172.1245,6385.2135,2012-07-07 00:00:00
46980,2012-06-30 00:00:00,f,30076,1900,281,1076,1076,50312.409,4868.9276,1521.5399,56702.8765,2012-07-07 00:00:00
46981,2012-06-30 00:00:00,f,30103,1962,290,710,710,147390.9328,14587.5413,4558.6067,166537.0808,2012-07-07 00:00:00
46982,2012-06-30 00:00:00,f,29630,628,287,683,683,65.6018,6.4727,2.0227,74.0972,2012-07-07 00:00:00
46983,2012-06-30 00:00:00,f,30026,1486,290,691,691,14655.0936,1476.036,461.2613,16592.3909,2012-07-07 00:00:00
46984,2012-06-30 00:00:00,f,29983,1394,289,554,554,5347.6038,502.0029,156.8759,6006.4826,2012-07-07 00:00:00
46985,2012-06-30 00:00:00,f,29869,1142,290,688,688,3226.1066,300.3658,93.8643,3620.3367,2012-07-07 00:00:00
46986,2012-06-30 00:00:00,f,29633,634,275,763,763,6532.5325,697.1601,217.8625,7447.5551,2012-07-07 00:00:00
46987,2012-06-30 00:00:00,f,29712,808,290,684,684,89273.6793,8619.2252,2693.5079,100586.4124,2012-07-07 00:00:00
46988,2012-06-30 00:00:00,f,29703,790,276,1001,1001,79628.9429,7848.4587,2452.6433,89930.0449,2012-07-07 00:00:00
46989,2012-06-30 00:00:00,f,29569,494,277,562,562,2342.4546,231.1222,72.2257,2645.8025,2012-07-07 00:00:00
46990,2012-06-30 00:00:00,f,29925,1270,280,840,840,924.4017,91.2076,28.5024,1044.1117,2012-07-07 00:00:00
46991,2012-06-30 00:00:00,f,30017,1468,279,965,965,9803.5732,933.3442,291.6701,11028.5875,2012-07-07 00:00:00
46992,2012-06-30 00:00:00,f,29919,1254,276,1005,1005,58378.5459,5628.5916,1758.9349,65766.0724,2012-07-07 00:00:00
46993,2012-06-30 00:00:00,f,29996,1422,274,779,779,48693.9751,4684.8681,1464.0213,54842.8645,2012-07-07 00:00:00
46994,2012-06-30 00:00:00,f,30060,1868,275,798,798,54859.4922,5314.6298,1660.8218,61834.9438,2012-07-07 00:00:00
46995,2012-06-30 00:00:00,f,29798,988,279,914,914,8520.6631,838.5131,262.0353,9621.2115,2012-07-07 00:00:00
46996,2012-06-30 00:00:00,f,29513,352,279,964,964,63653.3932,6171.8186,1928.6933,71753.9051,2012-07-07 00:00:00
46997,2012-06-30 00:00:00,f,29789,970,278,501,501,57381.4301,5651.7991,1766.1872,64799.4164,2012-07-07 00:00:00
46998,2012-06-30 00:00:00,f,29503,332,278,541,32,1242.8518,119.3138,37.2856,1399.4512,2012-07-07 00:00:00
46999,2012-06-30 00:00:00,f,29765,916,275,806,806,2371.295,233.6217,73.0068,2677.9235,2012-07-07 00:00:00
47000,2012-06-30 00:00:00,f,29558,466,289,500,500,5894.9641,567.1546,177.2358,6639.3545,2012-07-07 00:00:00
47001,2012-06-30 00:00:00,f,29724,832,275,829,829,69729.7597,6825.5511,2132.9847,78688.2955,2012-07-07 00:00:00
47002,2012-06-30 00:00:00,f,29757,900,276,1070,1070,1256.6625,110.3246,34.4764,1401.4635,2012-07-07 00:00:00
47003,2012-06-30 00:00:00,f,29780,948,289,490,490,18202.7022,1739.6558,543.6424,20486.0004,2012-07-07 00:00:00
47004,2012-06-30 00:00:00,f,30044,1832,287,661,661,53170.0479,5108.3127,1596.3477,59874.7083,2012-07-07 00:00:00
47005,2012-06-30 00:00:00,f,29835,1068,283,903,903,1316.1745,126.0298,39.3843,1481.5886,2012-07-07 00:00:00
47006,2012-06-30 00:00:00,f,29904,1220,282,655,655,38604.0227,3696.4943,1155.1545,43455.6715,2012-07-07 00:00:00
47007,2012-06-30 00:00:00,f,29851,1102,282,657,657,4142.6215,408.7387,127.7308,4679.091,2012-07-07 00:00:00
47008,2012-06-30 00:00:00,f,29601,562,278,516,516,58234.6192,5582.4025,1744.5008,65561.5225,2012-07-07 00:00:00
47009,2012-06-30 00:00:00,f,29618,602,282,658,658,49484.6201,4780.9679,1494.0525,55759.6405,2012-07-07 00:00:00
47010,2012-06-30 00:00:00,f,29691,766,274,940,940,209.256,20.6466,6.4521,236.3547,2012-07-07 00:00:00
47011,2012-06-30 00:00:00,f,30009,1450,275,814,814,16742.0274,1668.6281,521.4463,18932.1018,2012-07-07 00:00:00
47012,2012-06-30 00:00:00,f,29699,782,278,456,456,39885.5733,3995.2919,1248.5287,45129.3939,2012-07-07 00:00:00
47013,2012-06-30 00:00:00,f,29698,780,289,497,497,21209.6683,2062.074,644.3981,23916.1404,2012-07-07 00:00:00
47014,2012-06-30 00:00:00,f,29515,356,278,504,504,340.9898,33.6443,10.5139,385.148,2012-07-07 00:00:00
47015,2012-06-30 00:00:00,f,29544,428,278,519,519,19544.0309,1869.5315,584.2286,21997.791,2012-07-07 00:00:00
47016,2012-06-30 00:00:00,f,29784,958,276,1078,1078,7804.4741,759.5202,237.3501,8801.3444,2012-07-07 00:00:00
47017,2012-06-30 00:00:00,f,29541,418,289,467,467,180.129,17.7727,5.554,203.4557,2012-07-07 00:00:00
47018,2012-06-30 00:00:00,f,29716,816,281,1015,1015,107356.7904,10487.9548,3277.4859,121122.2311,2012-07-07 00:00:00
47019,2012-06-30 00:00:00,f,29786,962,290,704,704,980.8863,95.58,29.8687,1106.335,2012-07-07 00:00:00
47020,2012-06-30 00:00:00,f,29593,546,277,585,585,869.6877,85.8092,26.8154,982.3123,2012-07-07 00:00:00
47021,2012-06-30 00:00:00,f,29619,604,275,793,793,1444.3375,135.0075,42.1899,1621.5349,2012-07-07 00:00:00
47022,2012-06-30 00:00:00,f,29930,1280,277,566,566,469.794,45.1002,14.0938,528.988,2012-07-07 00:00:00
47023,2012-06-30 00:00:00,f,29640,650,279,924,924,1308.9375,125.658,39.2681,1473.8636,2012-07-07 00:00:00
47024,2012-06-30 00:00:00,f,29732,848,277,607,607,45845.4516,4430.7855,1384.6205,51660.8576,2012-07-07 00:00:00
47025,2012-06-30 00:00:00,f,29543,422,275,827,827,17146.5426,1671.1474,522.2336,19339.9236,2012-07-07 00:00:00
47026,2012-06-30 00:00:00,f,29896,1202,279,960,960,41020.1875,3953.0525,1235.3289,46208.5689,2012-07-07 00:00:00
47027,2012-06-30 00:00:00,f,29616,598,277,608,608,104881.9414,10216.2352,3192.5735,118290.7501,2012-07-07 00:00:00
47028,2012-06-30 00:00:00,f,29522,370,276,1040,1040,39987.6526,3833.8192,1198.0685,45019.5403,2012-07-07 00:00:00
47029,2012-06-30 00:00:00,f,29866,1136,277,588,588,53.994,4.6795,1.4623,60.1358,2012-07-07 00:00:00
47030,2012-06-30 00:00:00,f,29590,540,275,789,789,2554.0856,244.554,76.4231,2875.0627,2012-07-07 00:00:00
47031,2012-06-30 00:00:00,f,29910,1236,289,502,502,33208.2292,3177.9007,993.094,37379.2239,2012-07-07 00:00:00
47032,2012-06-30 00:00:00,f,30022,1478,276,1041,1041,5061.8179,530.6188,165.8184,5758.2551,2012-07-07 00:00:00
47033,2012-06-30 00:00:00,f,30112,1982,280,870,870,93591.6217,9068.1981,2833.8119,105493.6317,2012-07-07 00:00:00
47034,2012-06-30 00:00:00,f,29560,474,281,1030,1030,67745.1764,6619.9664,2068.7395,76433.8823,2012-07-07 00:00:00
47035,2012-06-30 00:00:00,f,30012,1458,276,1077,1077,2647.032,254.9099,79.6593,2981.6012,2012-07-07 00:00:00
47036,2012-06-30 00:00:00,f,29753,892,283,897,897,2508.4976,240.603,75.1884,2824.289,2012-07-07 00:00:00
47037,2012-06-30 00:00:00,f,29705,794,278,459,459,52063.3585,4994.8473,1560.8898,58619.0956,2012-07-07 00:00:00
47038,2012-06-30 00:00:00,f,29993,1416,279,932,932,183.9382,18.1486,5.6714,207.7582,2012-07-07 00:00:00
47039,2012-06-30 00:00:00,f,29901,1214,276,1053,1053,32885.3728,3166.7461,989.6082,37041.7271,2012-07-07 00:00:00
47040,2012-06-30 00:00:00,f,29880,1164,279,954,954,22381.4965,2143.5585,669.862,25194.917,2012-07-07 00:00:00
47041,2012-06-30 00:00:00,f,29924,1266,276,1002,1002,84380.7379,8222.4775,2569.5242,95172.7396,2012-07-07 00:00:00
47042,2012-06-30 00:00:00,f,29507,340,279,972,972,47413.7171,4542.3746,1419.4921,53375.5838,2012-07-07 00:00:00
47043,2012-06-30 00:00:00,f,29588,536,280,890,890,209.256,20.6466,6.4521,236.3547,2012-07-07 00:00:00
47044,2012-06-30 00:00:00,f,29968,1362,279,915,915,180.108,16.6765,5.2114,201.9959,2012-07-07 00:00:00
47045,2012-06-30 00:00:00,f,29523,372,277,593,593,72019.6975,6929.8067,2165.5646,81115.0688,2012-07-07 00:00:00
47046,2012-06-30 00:00:00,f,29846,1090,279,979,979,3981.8541,389.3858,121.6831,4492.923,2012-07-07 00:00:00
47047,2012-06-30 00:00:00,f,29876,1156,289,481,481,10085.4859,968.9997,302.8124,11357.298,2012-07-07 00:00:00
47048,2012-06-30 00:00:00,f,30095,1946,277,587,587,469.794,45.1002,14.0938,528.988,2012-07-07 00:00:00
47049,2012-06-30 00:00:00,f,29792,976,277,597,597,46321.888,4480.1964,1400.0614,52202.1458,2012-07-07 00:00:00
47050,2012-06-30 00:00:00,f,29731,846,275,802,802,6803.6883,662.5278,207.0399,7673.256,2012-07-07 00:00:00
47051,2012-06-30 00:00:00,f,29787,964,283,869,869,20.52,2.0246,0.6327,23.1773,2012-07-07 00:00:00
47052,2012-06-30 00:00:00,f,29836,1070,275,824,824,59518.7599,5716.9554,1786.5486,67022.2639,2012-07-07 00:00:00
47053,2012-06-30 00:00:00,f,29963,1350,279,913,913,26628.0859,2599.0132,812.1916,30039.2907,2012-07-07 00:00:00
47054,2012-06-30 00:00:00,f,29617,600,280,880,880,42396.4051,4132.3469,1291.3584,47820.1104,2012-07-07 00:00:00
47055,2012-06-30 00:00:00,f,29947,1316,275,766,766,46021.1798,4699.8245,1468.6951,52189.6994,2012-07-07 00:00:00
47056,2012-06-30 00:00:00,f,29853,1108,276,1056,1056,54130.4516,5202.7398,1625.8562,60959.0476,2012-07-07 00:00:00
47057,2012-06-30 00:00:00,f,29521,368,281,1054,1054,16239.5602,1553.1836,485.3699,18278.1137,2012-07-07 00:00:00
47058,2012-06-30 00:00:00,f,29756,898,279,963,963,2180.4192,213.8819,66.8381,2461.1392,2012-07-07 00:00:00
47059,2012-06-30 00:00:00,f,29990,1410,282,646,646,324.4527,32.0127,10.004,366.4694,2012-07-07 00:00:00
47060,2012-06-30 00:00:00,f,29857,1116,282,666,666,1628.6046,159.4362,49.8238,1837.8646,2012-07-07 00:00:00
47061,2012-06-30 00:00:00,f,30030,1802,282,667,667,14560.3533,1437.0523,449.0789,16446.4845,2012-07-07 00:00:00
47062,2012-06-30 00:00:00,f,29985,1398,287,673,673,20496.8188,1970.8307,615.8846,23083.5341,2012-07-07 00:00:00
47063,2012-06-30 00:00:00,f,29511,348,276,1046,1046,2458.9178,236.0561,73.7675,2768.7414,2012-07-07 00:00:00
47064,2012-06-30 00:00:00,f,29819,1034,277,633,633,794.2467,77.1129,24.0978,895.4574,2012-07-07 00:00:00
47065,2012-06-30 00:00:00,f,29913,1242,276,1080,1080,55971.1308,5395.0513,1685.9535,63052.1356,2012-07-07 00:00:00
47066,2012-06-30 00:00:00,f,29885,1174,283,857,857,57363.2615,5546.9369,1733.4178,64643.6162,2012-07-07 00:00:00
47067,2012-06-30 00:00:00,f,29667,710,279,923,923,17944.6404,1763.621,551.1315,20259.3929,2012-07-07 00:00:00
47068,2012-06-30 00:00:00,t,13246,0,0,19110,19110,2443.35,195.468,61.0838,2699.9018,2012-07-07 00:00:00
47069,2012-06-30 00:00:00,t,14017,0,0,20085,20085,1000.4375,80.035,25.0109,1105.4834,2012-07-07 00:00:00
47070,2012-06-30 00:00:00,t,14025,0,0,15200,15200,1000.4375,80.035,25.0109,1105.4834,2012-07-07 00:00:00
47071,2012-06-30 00:00:00,t,15667,0,0,23802,23802,2443.35,195.468,61.0838,2699.9018,2012-07-07 00:00:00
47072,2012-06-30 00:00:00,t,20062,0,0,25954,25954,782.99,62.6392,19.5748,865.204,2012-07-07 00:00:00
47073,2012-06-30 00:00:00,t,25287,0,0,17118,17118,2443.35,195.468,61.0838,2699.9018,2012-07-07 00:00:00
47074,2012-06-30 00:00:00,t,26293,0,0,28259,28259,2049.0982,163.9279,51.2275,2264.2536,2012-07-07 00:00:00
47075,2012-06-30 00:00:00,t,12685,0,0,22037,22037,2049.0982,163.9279,51.2275,2264.2536,2012-07-07 00:00:00
47076,2012-06-30 00:00:00,t,12588,0,0,25514,25514,2049.0982,163.9279,51.2275,2264.2536,2012-07-07 00:00:00
47077,2012-07-01 00:00:00,t,16329,0,0,11469,11469,2443.35,195.468,61.0838,2699.9018,2012-07-08 00:00:00
47078,2012-07-01 00:00:00,t,13248,0,0,20306,20306,2181.5625,174.525,54.5391,2410.6266,2012-07-08 00:00:00
47079,2012-07-01 00:00:00,t,13359,0,0,22934,22934,2181.5625,174.525,54.5391,2410.6266,2012-07-08 00:00:00
47080,2012-07-01 00:00:00,t,26302,0,0,26701,26701,2049.0982,163.9279,51.2275,2264.2536,2012-07-08 00:00:00
47081,2012-07-01 00:00:00,t,15203,0,0,27232,27232,782.99,62.6392,19.5748,865.204,2012-07-08 00:00:00
47082,2012-07-01 00:00:00,t,15254,0,0,16560,16560,782.99,62.6392,19.5748,865.204,2012-07-08 00:00:00
47083,2012-07-01 00:00:00,t,15288,0,0,15487,15487,782.99,62.6392,19.5748,865.204,2012-07-08 00:00:00
47084,2012-07-01 00:00:00,t,21561,0,0,23981,23981,2443.35,195.468,61.0838,2699.9018,2012-07-08 00:00:00
47085,2012-07-02 00:00:00,t,16311,0,0,26064,26064,2181.5625,174.525,54.5391,2410.6266,2012-07-09 00:00:00
47086,2012-07-02 00:00:00,t,13378,0,0,11792,11792,2181.5625,174.525,54.5391,2410.6266,2012-07-09 00:00:00
47087,2012-07-02 00:00:00,t,13383,0,0,19609,19609,2181.5625,174.525,54.5391,2410.6266,2012-07-09 00:00:00
47088,2012-07-02 00:00:00,t,13274,0,0,27893,27893,2443.35,195.468,61.0838,2699.9018,2012-07-09 00:00:00
47089,2012-07-02 00:00:00,t,15284,0,0,19334,19334,782.99,62.6392,19.5748,865.204,2012-07-09 00:00:00
47090,2012-07-02 00:00:00,t,21394,0,0,18863,18863,2181.5625,174.525,54.5391,2410.6266,2012-07-09 00:00:00
47091,2012-07-03 00:00:00,t,28532,0,0,26254,26254,2071.4196,165.7136,51.7855,2288.9187,2012-07-10 00:00:00
47092,2012-07-03 00:00:00,t,28802,0,0,18972,18972,2443.35,195.468,61.0838,2699.9018,2012-07-10 00:00:00
47093,2012-07-03 00:00:00,t,13380,0,0,19201,19201,2443.35,195.468,61.0838,2699.9018,2012-07-10 00:00:00
47094,2012-07-03 00:00:00,t,15664,0,0,24173,24173,2181.5625,174.525,54.5391,2410.6266,2012-07-10 00:00:00
47095,2012-07-03 00:00:00,t,25095,0,0,14308,14308,2443.35,195.468,61.0838,2699.9018,2012-07-10 00:00:00
47096,2012-07-03 00:00:00,t,26283,0,0,22604,22604,2071.4196,165.7136,51.7855,2288.9187,2012-07-10 00:00:00
47097,2012-07-03 00:00:00,t,21257,0,0,12139,12139,2443.35,195.468,61.0838,2699.9018,2012-07-10 00:00:00
47098,2012-07-03 00:00:00,t,12667,0,0,12284,12284,2049.0982,163.9279,51.2275,2264.2536,2012-07-10 00:00:00
47099,2012-07-03 00:00:00,t,26134,0,0,17654,17654,782.99,62.6392,19.5748,865.204,2012-07-10 00:00:00
47100,2012-07-04 00:00:00,t,11612,0,0,29612,29612,2049.0982,163.9279,51.2275,2264.2536,2012-07-11 00:00:00
47101,2012-07-04 00:00:00,t,16260,0,0,24144,24144,2181.5625,174.525,54.5391,2410.6266,2012-07-11 00:00:00
47102,2012-07-04 00:00:00,t,13424,0,0,20467,20467,2443.35,195.468,61.0838,2699.9018,2012-07-11 00:00:00
47103,2012-07-04 00:00:00,t,13369,0,0,17130,17130,2443.35,195.468,61.0838,2699.9018,2012-07-11 00:00:00
47104,2012-07-04 00:00:00,t,13279,0,0,28816,28816,2181.5625,174.525,54.5391,2410.6266,2012-07-11 00:00:00
47105,2012-07-04 00:00:00,t,13319,0,0,23943,23943,2181.5625,174.525,54.5391,2410.6266,2012-07-11 00:00:00
47106,2012-07-04 00:00:00,t,25361,0,0,12442,12442,2443.35,195.468,61.0838,2699.9018,2012-07-11 00:00:00
47107,2012-07-05 00:00:00,t,11616,0,0,25399,25399,2071.4196,165.7136,51.7855,2288.9187,2012-07-12 00:00:00
47108,2012-07-05 00:00:00,t,13839,0,0,25004,25004,2443.35,195.468,61.0838,2699.9018,2012-07-12 00:00:00
47109,2012-07-05 00:00:00,t,28819,0,0,28734,28734,2181.5625,174.525,54.5391,2410.6266,2012-07-12 00:00:00
47110,2012-07-05 00:00:00,t,28850,0,0,28229,28229,2443.35,195.468,61.0838,2699.9018,2012-07-12 00:00:00
47111,2012-07-05 00:00:00,t,25100,0,0,11523,11523,2443.35,195.468,61.0838,2699.9018,2012-07-12 00:00:00
47112,2012-07-05 00:00:00,t,20318,0,0,18648,18648,2071.4196,165.7136,51.7855,2288.9187,2012-07-12 00:00:00
47113,2012-07-05 00:00:00,t,15255,0,0,24865,24865,782.99,62.6392,19.5748,865.204,2012-07-12 00:00:00
